"GEO_ID","NAME","B25034_001E","B25034_001M","B25034_002E","B25034_002M","B25034_003E","B25034_003M","B25034_004E","B25034_004M","B25034_005E","B25034_005M","B25034_006E","B25034_006M","B25034_007E","B25034_007M","B25034_008E","B25034_008M","B25034_009E","B25034_009M","B25034_010E","B25034_010M","B25034_011E","B25034_011M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Built 2020 or later","Margin of Error!!Total:!!Built 2020 or later","Estimate!!Total:!!Built 2010 to 2019","Margin of Error!!Total:!!Built 2010 to 2019","Estimate!!Total:!!Built 2000 to 2009","Margin of Error!!Total:!!Built 2000 to 2009","Estimate!!Total:!!Built 1990 to 1999","Margin of Error!!Total:!!Built 1990 to 1999","Estimate!!Total:!!Built 1980 to 1989","Margin of Error!!Total:!!Built 1980 to 1989","Estimate!!Total:!!Built 1970 to 1979","Margin of Error!!Total:!!Built 1970 to 1979","Estimate!!Total:!!Built 1960 to 1969","Margin of Error!!Total:!!Built 1960 to 1969","Estimate!!Total:!!Built 1950 to 1959","Margin of Error!!Total:!!Built 1950 to 1959","Estimate!!Total:!!Built 1940 to 1949","Margin of Error!!Total:!!Built 1940 to 1949","Estimate!!Total:!!Built 1939 or earlier","Margin of Error!!Total:!!Built 1939 or earlier",
"0500000US31137","Phelps County, Nebraska","4160","48","0","14","105","53","209","66","399","98","388","95","753","122","529","124","405","112","304","110","1068","144",
"0500000US31139","Pierce County, Nebraska","3136","32","0","14","84","31","219","57","309","83","240","62","330","61","234","55","308","73","315","78","1097","113",
"0500000US31141","Platte County, Nebraska","13987","56","0","21","878","175","869","191","1322","231","1624","231","2722","273","2072","314","1534","236","629","136","2337","262",
"0500000US31143","Polk County, Nebraska","2544","31","0","14","87","35","206","57","182","45","129","41","420","78","313","89","110","37","155","45","942","89",
"0500000US31145","Red Willow County, Nebraska","5182","60","0","16","94","61","266","100","383","134","360","108","660","211","606","201","787","175","439","138","1587","213",
"0500000US31147","Richardson County, Nebraska","4125","24","0","14","163","82","131","43","240","99","118","66","571","147","283","90","392","124","340","102","1887","228",
"0500000US31149","Rock County, Nebraska","838","45","0","10","26","18","33","15","66","29","89","44","188","41","105","44","103","29","76","24","152","39",
"0500000US31151","Saline County, Nebraska","5729","67","0","16","137","61","549","186","408","149","423","131","888","193","744","176","514","130","288","93","1778","248",
"0500000US31153","Sarpy County, Nebraska","72138","116","340","183","10033","580","17518","816","11703","712","9082","636","9870","640","7263","470","3158","365","1080","224","2091","335",
"0500000US31155","Saunders County, Nebraska","9895","52","26","29","571","134","1317","170","1074","208","511","94","1858","196","889","149","621","146","447","114","2581","248",
"0500000US31157","Scotts Bluff County, Nebraska","16502","108","12","14","477","157","1249","214","930","155","1275","204","3815","342","2259","308","1958","239","1449","226","3078","327",
"0500000US31159","Seward County, Nebraska","7024","96","11","12","306","83","671","135","797","121","544","117","1091","140","821","140","489","109","325","97","1969","172",
"0500000US31161","Sheridan County, Nebraska","2723","32","0","14","10","11","88","37","133","60","159","48","325","64","251","59","299","84","238","69","1220","102",
"0500000US31163","Sherman County, Nebraska","1801","32","3","4","68","41","170","62","137","56","75","33","227","58","124","40","134","37","87","34","776","88",
"0500000US31165","Sioux County, Nebraska","698","52","0","10","46","20","41","20","55","26","53","24","92","44","41","21","35","17","43","21","292","49",
"0500000US31167","Stanton County, Nebraska","2490","31","0","14","117","52","185","66","289","93","315","86","380","82","272","65","194","61","60","32","678","105",
"0500000US31169","Thayer County, Nebraska","2528","28","3","4","46","28","83","28","150","41","180","43","351","75","292","66","249","50","168","36","1006","86",
"0500000US31171","Thomas County, Nebraska","363","31","0","10","13","9","40","21","18","13","64","25","43","20","15","11","34","18","24","13","112","30",
"0500000US31173","Thurston County, Nebraska","2299","29","3","3","122","32","199","34","204","37","261","43","474","64","211","42","147","26","174","30","504","63",
"0500000US31175","Valley County, Nebraska","2107","46","13","17","63","31","187","56","123","45","134","48","211","55","157","51","145","48","151","51","923","110",
"0500000US31177","Washington County, Nebraska","8550","48","14","19","447","107","1042","183","1709","239","674","168","1627","235","625","137","436","128","267","120","1709","243",
"0500000US31179","Wayne County, Nebraska","3950","131","0","14","330","116","492","160","422","130","281","110","469","154","296","98","381","153","168","78","1111","202",
"0500000US31181","Webster County, Nebraska","1809","31","7","8","44","23","131","47","98","36","87","32","219","46","186","45","125","39","79","26","833","78",
"0500000US31183","Wheeler County, Nebraska","549","50","0","10","25","12","59","21","80","29","34","20","94","35","45","18","28","14","44","19","140","33",
"0500000US31185","York County, Nebraska","6276","99","13","23","201","69","307","94","402","95","419","114","1222","173","620","138","639","127","317","109","2136","214",
"0500000US32001","Churchill County, Nevada","10768","71","12","19","374","117","1850","370","2383","302","1944","314","2170","295","688","235","473","136","383","143","491","166",
"0500000US32003","Clark County, Nevada","910667","574","3079","478","91086","2143","264624","3282","251252","3064","129641","2767","96724","2129","44898","1373","19450","1038","6259","601","3654","439",
"0500000US32005","Douglas County, Nevada","24235","55","1","2","1059","248","5159","456","5711","472","4375","370","5534","390","1494","247","366","108","171","73","365","131",
"0500000US32007","Elko County, Nevada","21669","70","75","76","2414","454","2622","365","5073","582","5568","511","2533","323","1018","216","593","148","532","129","1241","253",
"0500000US32009","Esmeralda County, Nevada","768","115","0","13","5","6","155","105","123","43","115","45","166","43","28","14","83","39","20","16","73","31",
"0500000US32011","Eureka County, Nevada","955","127","0","13","44","32","104","70","144","66","243","95","162","66","79","51","54","36","0","13","125","67",
"0500000US32013","Humboldt County, Nevada","7624","53","42","62","689","185","896","202","1706","313","1530","261","1366","243","278","108","370","127","337","142","410","263",
"0500000US32015","Lander County, Nevada","2880","263","0","19","313","155","292","136","770","202","518","163","424","171","304","147","65","74","17","20","177","134",
"0500000US32017","Lincoln County, Nevada","2340","230","0","13","152","94","211","106","385","146","340","133","277","88","174","94","258","126","138","79","405","120",
"0500000US32019","Lyon County, Nevada","24120","55","115","95","1564","360","7863","540","5114","534","3528","483","3248","485","1217","332","740","242","329","153","402","174",
"0500000US32021","Mineral County, Nevada","2367","192","0","13","26","40","107","58","266","93","509","128","523","121","500","136","222","103","109","57","105","83",
"0500000US32023","Nye County, Nevada","24793","85","158","109","1099","318","8271","715","7340","669","3807","572","2084","375","681","332","443","174","238","93","672","180",
"0500000US32027","Pershing County, Nevada","2301","111","0","19","39","36","242","116","666","153","455","155","306","124","180","97","137","57","75","45","201","83",
"0500000US32029","Storey County, Nevada","1869","195","0","13","73","43","283","99","478","162","342","105","371","115","72","104","33","52","0","13","217","113",
"0500000US32031","Washoe County, Nevada","203957","250","1384","428","18012","1009","41080","1284","38221","1263","30205","1068","38551","1286","17588","1093","9668","692","4713","558","4535","525",
"0500000US32033","White Pine County, Nevada","4175","374","0","19","196","132","395","129","503","135","608","179","563","149","448","185","400","126","323","107","739","136",
"0500000US32510","Carson City, Nevada","24358","252","34","42","837","194","2404","332","5150","450","3869","362","8112","551","2455","341","1007","239","174","73","316","128",
"0500000US33001","Belknap County, New Hampshire","38267","107","6","9","1906","377","5281","568","3728","469","6675","590","5784","569","3712","510","2774","373","1577","289","6824","534",
"0500000US33003","Carroll County, New Hampshire","39741","83","14","22","1650","279","5663","615","4323","535","8659","591","5551","614","3546","473","2420","431","1489","436","6426","593",
"0500000US33005","Cheshire County, New Hampshire","35591","196","25","29","1095","231","3661","382","2876","348","5635","473","5139","503","3191","380","2816","300","1499","269","9654","517",
"0500000US33007","Coos County, New Hampshire","20562","143","12","10","590","109","2059","203","1802","156","2497","210","2691","217","1414","204","1874","216","1110","172","6513","337",
"0500000US33009","Grafton County, New Hampshire","51004","202","35","31","2156","321","5978","494","5270","574","11247","562","6952","547","3492","469","2667","343","1825","286","11382","563",
"0500000US33011","Hillsborough County, New Hampshire","174456","242","242","253","7346","599","16843","751","18960","1084","35595","1281","27262","1278","16521","874","12288","924","6672","675","32727","1150",
"0500000US33013","Merrimack County, New Hampshire","65367","233","100","71","3209","374","7435","575","6695","541","11466","707","9553","633","5169","549","3210","384","2315","371","16215","705",
"0500000US33015","Rockingham County, New Hampshire","134453","224","100","53","9790","789","17008","1007","15929","879","28167","1203","20900","1141","11464","848","9230","783","3448","429","18417","907",
"0500000US33017","Strafford County, New Hampshire","55147","251","150","90","3386","426","7481","511","5104","563","8994","737","7738","668","4618","494","4356","431","1898","363","11422","723",
"0500000US33019","Sullivan County, New Hampshire","21892","85","7","11","581","144","1981","254","1966","299","4180","417","3434","375","1780","324","1533","344","956","214","5474","444",
"0500000US34001","Atlantic County, New Jersey","131505","235","181","91","5298","658","18278","1068","12103","926","20859","1199","16485","983","17296","1054","14358","922","5854","611","20793","1056",
"0500000US34003","Bergen County, New Jersey","365609","311","324","151","15280","962","20517","1114","21391","1169","29866","1256","33548","1424","51859","1667","78926","2554","41079","1550","72819","1918",
"0500000US34005","Burlington County, New Jersey","184042","690","176","121","7638","590","19851","966","27142","972","25321","863","31691","987","25800","1041","20281","956","5746","652","20396","972",
"0500000US34007","Camden County, New Jersey","211830","309","178","126","5344","706","12046","862","16666","942","22418","947","35412","1361","32484","1400","34604","1284","14666","948","38012","1180",
"0500000US34009","Cape May County, New Jersey","99567","171","240","120","5776","562","16137","833","9406","693","17215","659","13590","764","8644","647","9921","716","4651","522","13987","708",
"0500000US34011","Cumberland County, New Jersey","57051","809","7","11","1774","418","5611","764","5267","556","5231","524","8389","616","7646","578","8764","663","4277","522","10085","680",
"0500000US34013","Essex County, New Jersey","332311","413","178","106","12179","906","22711","1228","22461","1302","21499","1229","29609","1620","41337","1463","50547","1923","33028","1639","98762","1979",
"0500000US34015","Gloucester County, New Jersey","116500","293","116","64","6871","563","17259","980","15232","886","16397","803","17766","848","12413","863","12791","704","5196","462","12459","864",
"0500000US34017","Hudson County, New Jersey","307493","294","141","96","26661","1173","33017","1245","21942","1031","20017","1187","27283","1119","30105","1502","29553","1359","20471","1075","98303","2114",
"0500000US34019","Hunterdon County, New Jersey","51481","326","9","15","1327","213","5031","477","7630","623","10162","528","7514","605","4949","478","4186","443","1621","235","9052","616",
"0500000US34021","Mercer County, New Jersey","149573","434","60","44","5964","660","11391","839","12381","845","17607","918","16724","944","19693","1127","23632","1156","10397","783","31724","1266",
